eid,affiliations,iso3c
2-s2.0-105010222255,"Purdue University, United States",USA
2-s2.0-105010222255,"Yonsei University, South Korea",KOR
2-s2.0-105010222255,"University at Buffalo-SUNY, United States",USA
2-s2.0-85090866588,"Princeton University, United States",USA
2-s2.0-85090866588,Google Brain,USA
2-s2.0-105010224792,"Software Engineering Institute, East China Normal University, China",CHN
2-s2.0-105010224792,"School of Communication and Electronic Engineering, East China Normal University, China",CHN
2-s2.0-105010224792,"School of Geospatial Information, Information Engineering University, China",CHN
2-s2.0-105010224792,"School of Computer Science and Technology, Tongji University, China",CHN
2-s2.0-105010186191,"Center of Excellence for Generative AI, KAUST, Saudi Arabia",SAU
2-s2.0-105010186191,"School of Informatics, University of Edinburgh, United Kingdom",GBR
2-s2.0-105010186191,"The Swiss AI Lab, IDSIA, USI, SUPSI, Switzerland",CHE
2-s2.0-105010267360,"The Hong Kong University of Science and Technology, Hong Kong",HKG
2-s2.0-105010220190,"Department of Computing and Mathematical Sciences, California Institute of Technology, Pasadena, 91125, CA, United States",USA
2-s2.0-85174782750,"Department of Electrical and Computer Engineering, Rice University, United States",USA
2-s2.0-85174782750,"Department of Computer Science, Boston College, United States",USA
2-s2.0-105010281784,"Intelligent Systems Program, University of Pittsburgh, Pittsburgh, 15213, PA, United States",USA
2-s2.0-105010281784,"Intelligent Systems Program, Department of Radiology, Department of Biomedical Informatics, Department of Bioengineering, University of Pittsburgh, Pittsburgh, 15213, PA, United States",USA
2-s2.0-105010281784,"Center for Research in Computer Vision, University of Central Florida, Orlando, 32816, FL, United States",USA
2-s2.0-105010234598,"Virginia Tech, United States",USA
2-s2.0-105010234598,"Oak Ridge National Lab, United States",USA
2-s2.0-105010234598,"UNC at Chapel Hill, United States",USA
2-s2.0-105010199360,"Tencent Youtu Lab, China",CHN
2-s2.0-105010199360,"Fudan University, China",CHN
2-s2.0-105010204964,"School of Biomedical Engineering, Department of Pathology, Laboratory Medicine, The University of British Columbia, Canada",CAN
2-s2.0-85150388144,"DeepMind, London, United Kingdom",GBR
2-s2.0-85133550818,"Stanford University, United States",USA
2-s2.0-85133550818,"University of Pennsylvania, United States",USA
2-s2.0-85200559826,"Technion - Israel Institute of Technology, Israel",ISR
2-s2.0-85105543852,"The University of Texas, Austin, United States",USA
2-s2.0-85105543852,Google Research,USA
2-s2.0-85197612303,"Cornell University, United States",USA
2-s2.0-85197612303,"University of Edinburgh, United Kingdom",GBR
2-s2.0-85197612303,"xAI, United States",USA
2-s2.0-85197612303,"Google Research, United States",USA
2-s2.0-85088228652,"Center for Neural Science, New York University, New York, 10003, NY, United States",USA
2-s2.0-85088228652,"Image Processing Laboratory, Universitat de València, Paterna, 46980, Spain",ESP
2-s2.0-85088228652,"Center for Neural Science, Courant Institute of Mathematical Sciences, New York University, New York, 10003, NY, United States",USA
2-s2.0-105010281499,"School of Electrical Engineering and Computer Science, The Pennsylvania State University, University Park, 16802, PA, United States",USA
2-s2.0-105010210177,"Cornell University, United States",USA
2-s2.0-105010210177,"Shanghai Jiao Tong University, China",CHN
2-s2.0-85199901138,"Max Planck Institute for Intelligent Systems, Germany",DEU
2-s2.0-85199901138,"Harvard University, United States",USA
2-s2.0-85199901138,"KTH Stockholm, Sweden",SWE
2-s2.0-105010238624,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",CHN
2-s2.0-85150263666,"University of Texas, Austin, United States",USA
2-s2.0-85150263666,VMware Research,USA
2-s2.0-105010274960,"Zhejiang University, China",CHN
2-s2.0-105010274960,"Hangzhou High-Tech Zone (Binjiang), Institute of Blockchain and Data Security, China",CHN
2-s2.0-85198667390,"Shanghai Jiao Tong University, China",CHN
2-s2.0-85198667390,"Tsinghua Shenzhen International Graduate School, Tsinghua University, China",CHN
2-s2.0-105010273519,"Singapore Management University, Singapore",SGP
2-s2.0-105010273519,"Singapore Institute of Manufacturing Technology (SIMTech), Agency of Science, Technology and Research (A*STAR), Singapore",SGP
2-s2.0-85180808970,"LG AI Research, South Korea",KOR
2-s2.0-85180808970,"KAIST, South Korea",KOR
2-s2.0-85180808970,"Korea University, South Korea",KOR
2-s2.0-85150238576,"The Swiss AI Lab IDSIA, USI, SUPSI, Switzerland",CHE
2-s2.0-85150238576,Microsoft Research,USA
2-s2.0-105010203896,"The Chinese University of Hong Kong, Hong Kong",HKG
2-s2.0-105010203896,"National Technology Innovation Center for EDA, Hong Kong",HKG
2-s2.0-85139811675,"Department of Computer Science, The University of Iowa, Iowa City, 52242, IA, United States",USA
2-s2.0-85139811675,"Department of Mathematics and Statistics, SUNY at Albany, Albany, 12222, NY, United States",USA
2-s2.0-105010279047,"Department of Electronic Engineering, BNRist, Tsinghua University, Beijing, China",CHN
2-s2.0-105010279047,"Computer Science Department, University of Southern California, Los Angeles, CA, United States",USA
2-s2.0-105010202449,"University of Southern California, CA, United States",USA
2-s2.0-105010202449,"University of California, Riverside, CA, United States",USA
2-s2.0-105010252947,"Graduate School of Information Science and Technology, The University of Tokyo, Japan",JPN
2-s2.0-105010252947,"Center for Advanced Intelligence Project, RIKEN, Japan",JPN
2-s2.0-85162839015,"McGill University, Mila-Quebec AI Institute, Montréal, QC, Canada",CAN
2-s2.0-85162839015,"University of Washington, Seattle, WA, United States",USA
2-s2.0-85162839015,"Mila-Quebec AI Institute, Montréal, QC, Canada",CAN
2-s2.0-85162839015,"Unversite de Montréal, Mila-Quebec AI Institute, Montréal, QC, Canada",CAN
2-s2.0-85162839015,"McGill University, Mila-Quebec AI Institute, Montreal Neurological Institute, Montréal, QC, Canada",CAN
2-s2.0-85162839015,"University of Pennsylvania, Philadelphia, PA, United States",USA
2-s2.0-85162839015,"CIFAR Learning in Machines & Brains, Toronto, ON, Canada",CAN
2-s2.0-105010252703,"Institute of Image Processing and Pattern Recognition, Shanghai Jiao Tong University, China",CHN
2-s2.0-105010271685,"Genentech, United States",USA
2-s2.0-105010271685,"Prescient Design, United States",USA
2-s2.0-105010271685,"University of California San Diego, United States",USA
2-s2.0-105010271685,"Guide Labs, United States",USA
2-s2.0-105010271685,"Department of Computer Science, New York University, United States",USA
2-s2.0-105010271685,"Center for Data Science, New York University, United States",USA
2-s2.0-85200598582,"NAVER LABS Europe, France",FRA
2-s2.0-105010271327,"Feedzai, United States",USA
2-s2.0-105010247689,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, United States",USA
2-s2.0-85150595152,"University of Tübingen, Germany",DEU
2-s2.0-85150614552,"National Laboratory of Radar Signal Processing, Xidian University, Xian, China",CHN
2-s2.0-85150614552,"McCombs School of Business, The University of Texas at Austin, Austin, 78712, TX, United States",USA
2-s2.0-105010226882,"Mila Quebec AI Institute, Canada",CAN
2-s2.0-105010226882,"ServiceNow Research, Canada",CAN
2-s2.0-105010226882,"Département de Géographie, Université de Montréal, Canada",CAN
2-s2.0-105010226882,"Mila Quebec AI Institute, Polytechnique Montréal, Canada",CAN
2-s2.0-105010225794,"Department of Computer Science and Technology, Institute for AI, BNRist, Tsinghua University, Beijing, 100084, China",CHN
2-s2.0-105010225794,"Tsinghua Laboratory of Brain and Intelligence (THBI), IDG/McGovern Institute for Brain Research, Tsinghua University, Beijing, 100084, China",CHN
2-s2.0-105010225794,"Chinese Institute for Brain Research (CIBR), Beijing, 100010, China",CHN
2-s2.0-85143581937,"Department of Electrical and Computer Engineering, Carnegie Mellon University, Pittsburgh, PA, United States",USA
2-s2.0-85143581937,"Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Champaign, IL, United States",USA
2-s2.0-85143581937,"Allen School of Computer Science and Engineering, University of Washington, Seattle, WA, United States",USA
2-s2.0-105010281360,"NVIDIA, United States",USA
2-s2.0-105010281360,"Mila - Québec AI Institute, Canada",CAN
2-s2.0-105010281360,"Université de Montréal, Canada",CAN
2-s2.0-105010281360,"Massachusetts Institute of Technology, United States",USA
2-s2.0-105010281121,"MoE Key Laboratory of Brain-inspired Intelligent Perception and Cognition, University of Science and Technology of China, China",CHN
2-s2.0-105010281121,"Noah's Ark Lab, Huawei Technologies, China",CHN
2-s2.0-105010281121,"Tianjin University, China",CHN
2-s2.0-105010281121,"Shanghai Jiao Tong University, China",CHN
2-s2.0-105010281000,"MIPT, AIRI, Moscow, Russian Federation",RUS
2-s2.0-85199867996,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, United States",USA
2-s2.0-85199867996,"Department of Statistics, University of California, Berkeley, United States",USA
2-s2.0-105010282328,"School of Artificial Intelligence, University of Chinese Academy of Sciences, China",CHN
2-s2.0-105010282328,"Institute of Automation, Chinese Academy of Sciences, China",CHN
2-s2.0-105010282328,"Beijing Academy of Artificial Intelligence, China",CHN
2-s2.0-105010282328,"University of Oxford, United Kingdom",GBR
2-s2.0-105010282328,"Peking University, China",CHN
2-s2.0-105010262953,"Institute of Science and Technology, Austria",AUT
2-s2.0-105010204870,"Meta FAIR, United States",USA
2-s2.0-105010204870,"Concordia University, Canada",CAN
2-s2.0-105010204870,"Mila, Canada",CAN
2-s2.0-105010204870,"NYU, United States",USA
2-s2.0-105010204870,"UCLA, United States",USA
2-s2.0-85200596166,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",CHN
2-s2.0-85200596166,"Applied Sciences Group, Microsoft Corporation, Redmond, United States",USA
2-s2.0-105010189992,"JPMorgan AI Research, United States",USA
2-s2.0-105010189992,"University of Maryland, College Park, United States",USA
2-s2.0-105010189992,"Princeton University, United States",USA
2-s2.0-85128563073,"Seoul National University, South Korea",KOR
2-s2.0-85179079888,"Mila, Quebec AI institute, Canada",CAN
2-s2.0-85179079888,"BITS, Pilani, India",IND
2-s2.0-85179079888,"TU Delft, Netherlands",NLD
2-s2.0-85179079888,"MIT, United States",USA
2-s2.0-85179079888,"Google Research, Brain Team, United States",USA
2-s2.0-85179079888,"Deepmind, United Kingdom",GBR
2-s2.0-85179079888,"CIFAR, Canada",CAN
2-s2.0-105010272763,"George Mason University, United States",USA
2-s2.0-105010272763,"Tencent AI Lab, Bellevue, United States",USA
2-s2.0-85192857599,"Department of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, 30332, GA, United States",USA
2-s2.0-85194253641,"Microsoft Research NYC, United States",USA
2-s2.0-85194253641,Immunai,USA
2-s2.0-105010225566,"University of Southampton, United Kingdom",GBR
2-s2.0-105010222055,"Purdue University, United States",USA
2-s2.0-105010222055,"Yonsei University, South Korea",KOR
2-s2.0-105010222055,"MIT, United States",USA
2-s2.0-105010222055,"University at Buffalo (SUNY), United States",USA
2-s2.0-105010250853,"School of Computer Science and Engineering, University of Electronic Science and Technology of China, China",CHN
2-s2.0-105010269229,"Mila - Québec AI Institute, Canada",CAN
2-s2.0-105010269229,"Université de Montréal, Canada",CAN
2-s2.0-105010269229,"McGill University, Canada",CAN
2-s2.0-105010269229,"University of Ottawa, Canada",CAN
2-s2.0-105010269229,"National Research Council Canada, Canada",CAN
2-s2.0-105010269229,"CIFAR AI, Canada",CAN
2-s2.0-105010269229,"HEC Montréal, Canada",CAN
2-s2.0-85150378553,"Korea Aerospace University, South Korea",KOR
2-s2.0-85150378553,Sandia National Laboratories,USA
2-s2.0-85153762653,"Department of Electrical and Computer Engineering, Georgia Institute of Technology, United States",USA
2-s2.0-85196876046,"The University of Tokyo, Japan",JPN
2-s2.0-85196876046,"Chiba University, Japan",JPN
2-s2.0-85185697956,"UIUC, United States",USA
2-s2.0-85185697956,"Stanford, United States",USA
2-s2.0-85150302707,Google Research,USA
2-s2.0-85150302707,DeepMind,GBR
2-s2.0-85150302707,"University of Toronto, Canada",CAN
2-s2.0-105010237424,"Shenzhen International Center for Industrial and Applied Mathematics, Shenzhen Research Institute of Big Data, China",CHN
2-s2.0-105010237424,"Peking University, China",CHN
2-s2.0-105010237424,"CRRC Zhuzhou Institute, Tengen Intelligence Institute, China",CHN
2-s2.0-105010237424,"Tongji University, China",CHN
2-s2.0-105010237424,"School of Data Science, The Chinese University of Hong Kong, Shenzhen, China",CHN
2-s2.0-85199890889,"Meta (FAIR), United States",USA
2-s2.0-85199890889,"Amazon, United States",USA
2-s2.0-85199890889,"Meta (CTRL), United States",USA
2-s2.0-105010229921,"AI Centre, University College London, United Kingdom",GBR
2-s2.0-105010229921,"IDEAS NCBR, Poland",POL
2-s2.0-105010229921,"University of Oxford, United Kingdom",GBR
2-s2.0-105010229921,"New York University, United States",USA
2-s2.0-105010229921,"Anthropic, United States",USA
2-s2.0-105010229921,"University of Warsaw, Poland",POL
2-s2.0-105010229921,"Institute of Mathematics, Polish Academy of Sciences, Poland",POL
2-s2.0-105010236210,"Zhejiang University, China",CHN
2-s2.0-85192602137,"City University of Hong Kong, Hong Kong",HKG
2-s2.0-85192602137,"The University of Tokyo, Japan",JPN
2-s2.0-85192602137,"University of Alberta, Canada",CAN
2-s2.0-85185871773,"University of Turin, LTCI, Telécom Paris, IP Paris, France",FRA
2-s2.0-85185871773,"LTCI, Télécom Paris, IP Paris, France",FRA
2-s2.0-85185871773,"University of Turin, Italy",ITA
2-s2.0-105010193903,"Department of Computer Science and Engineering, Indian Institute of Technology, Delhi, India",IND
2-s2.0-105010187354,"Shanghai Jiao Tong University, China",CHN
2-s2.0-105010187354,"Tencent, China",CHN
2-s2.0-105010187354,"University of Edinburgh, United Kingdom",GBR
2-s2.0-105010192811,"Zhejiang University, China",CHN
2-s2.0-105010192811,"School of Engineering, Westlake University, China",CHN
2-s2.0-105010192811,"University College London, United Kingdom",GBR
2-s2.0-85150612234,"Department of Computer Science, ETH Zürich, Switzerland",CHE
2-s2.0-85150612234,"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, United States",USA
2-s2.0-85150357861,MIT,USA
2-s2.0-85083953343,"Google Inc, United States",USA
2-s2.0-85083953343,"New York University, United States",USA
2-s2.0-85083953343,"University of Montreal, Canada",CAN
2-s2.0-85083953343,"New York University, Facebook Inc, United States",USA
2-s2.0-85083951767,"New York University, United States",USA
2-s2.0-85083951767,"City College of New York, United States",USA
2-s2.0-85083954099,"Department of Computer Science and Engineering, University of California, San Diego, 92093, CA, United States",USA
2-s2.0-85083954099,"Department of Computer Science, University of Southern California, Los Angeles, 90089, CA, United States",USA
2-s2.0-85083954099,"Leland K. Whittier Virtual PICU Children’s Hospital Los Angeles, Los Angeles, 90027, CA, United States",USA
2-s2.0-85083953891,"Idiap Research Institute, Martigny, Switzerland",CHE
2-s2.0-85083953891,"Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",CHE
